English,French,Ewondo - AGLC,Prefixe nominal,Word: mot,Prefixe,Stem: radical de base,Suffixe,Nominal class,Gender,Part of speech,Notes
mercy,miséricorde,ngongɔl (e-/bi-),e-/bi-,ngo-ngol-,ngol,ngol,ø,cl7/cl8,Gender-4,nom,
tail,queue,nguəm (ø-/mə-),ø-/më-,nguëm,,nguëm,ø,cl9/cl6,Gender-7,nom,
beef,bœuf,nyag (ø-/ø-),ø-/ø-,nyag,,nyag,ø,cl9/cl10,Gender-5,nom,
sulk,bouderie,nyəgə (ø-/ø-),ø-/ø-,nyëg-ë,,nyëg-,ë,cl9/cl10,Gender-5,nom,
life,vie,nyiǹ (e-/bi-),e-/bi-,nyin,,nyin,ø,cl7/cl8,Gender-4,nom,
lice,poux,nyin (ø-/ø-),ø-/ø-,nyin,,nyin,ø,cl9/cl10,Gender-5,nom,
urine,urine,nyɔlɔg (mə-/mə-),më-/më-,nyol-og,,nyol-,og,cl6/cl6,Gender-5,nom,
smell,odeur,nyum (e-/bi-),e-/bi-,nyum,,nyum,ø,cl7/cl8,Gender-4,nom,
urine,urine,nywalag (ø-/mə-),ø-/më-,nywal-ag,,nywal-,ag,cl9/cl6,Gender-7,nom,
arm,bras,ɔ (w-/m-),w-/m-,o,,o,ø,cl11a/cl6a,Gender-8a,nom,
arm,main,ɔ (w-/m-),w-/m-,o,,o,ø,cl11a/cl6a,Gender-8a,nom,
hand,bras,ɔ (w-/m-),w-/m-,o,,o,ø,cl11a/cl6a,Gender-8a,nom,
hand,main,ɔ (w-/m-),w-/m-,o,,o,ø,cl11a/cl6a,Gender-8a,nom,
capernaum,capharnaüm,sam səgəle (e-/bi-),e-/bi-,sam sëg-ë-le,,sam-,sëg-ë-le,cl7/cl8,Gender-4,nom,
final stamp,cachet final,sana (e-/bi-),e-/bi-,san-a,,san-,a,cl7/cl8,Gender-4,nom,
act of drawing up a deed,action de dresser un acte,sana (e-/bi-),e-/bi-,san-a,,san-,a,cl7/cl8,Gender-4,nom,
catch,capture,sasa (e-/bi-),e-/bi-,sa-sa,sa,-sa,ø,cl7/cl8,Gender-4,nom,
liver,foie,səg (e-/bi-),e-/bi-,sëg,,sëg,ø,cl7/cl8,Gender-4,nom,
sieve,tamis,səgəzə (e-/bi-),e-/bi-,sëg-ëz-ë,,sëg-,ëz-ë,cl7/cl8,Gender-4,nom,
yard,cours,səǹ (n-/min-),n-/min-,sën,,sën,ø,cl3/cl4,Gender-2,nom,
personnality,caractère,sende (e-/bi-),e-/bi-,send-e,,send-,e,cl7/cl8,Gender-4,nom,
small penis,petit pénis,səsɔli (e-/bi-),e-/bi-,së-sol-i,së,-sol-i,ø,cl7/cl8,Gender-4,nom,
land,terre,si (ø-/mə-),ø-/më-,si,,si,ø,cl9/cl6,Gender-7,nom,
land,pays,si (ø-/mə-),ø-/më-,si,,si,ø,cl9/cl6,Gender-7,nom,
country,terre,si (ø-/mə-),ø-/më-,si,,si,ø,cl9/cl6,Gender-7,nom,
country,pays,si (ø-/mə-),ø-/më-,si,,si,ø,cl9/cl6,Gender-7,nom,
hair,capillaire,sil (e-/bi-),e-/bi-,sil,,sil,ø,cl7/cl8,Gender-4,nom,
hair,cheveux,sə (e-/bi-),e-/bi-,së,,së,ø,cl7/cl8,Gender-4,nom,
laundry,lessive,sob (o-/o-),o-/o-,sob,,sob,ø,cl11/cl11,Gender-8b,nom,
pecking,action de picorer,sɔi (e-/bi-),e-/bi-,so-i,,so-,i,cl7/cl8,Gender-4,nom,
cover,cache,sɔli (e-/bi-),e-/bi-,sol-i,,sol-,i,cl7/cl8,Gender-4,nom,
complaining,imputation,sɔman (n-/min-),n-/min-,som-an,,som-,an,cl3/cl4,Gender-2,nom,
malguette,malaguette,son (e-/bi-),e-/bi-,son,,son,ø,cl7/cl8,Gender-4,nom,
uprightness,vérité,sosoo (ø-/bə-),ø-/bë-,so-so-o,so,-so-o,ø,cl9/cl2,Gender-6,nom,
uprightness,droiture,sosoo (ø-/bə-),ø-/bë-,so-so-o,so,-so-o,ø,cl9/cl2,Gender-6,nom,
discharge,déverser,sug (a-/mə-),a-/më-,sug,,sug,ø,cl5/cl6,Gender-3,nom,
calage,dunnage,suga (e-/bi-),e-/bi-,sug-a,,sug-,a,cl7/cl8,Gender-4,nom,
act of gargling,action de gargariser (se),suguzu (e-/bi-),e-/bi-,sug-uz-u,,sug-,uz-u,cl7/cl8,Gender-4,nom,
bumpy,cahotement,suguzu (e-/bi-),e-/bi-,sug-uz-u,,sug-,uz-u,cl7/cl8,Gender-4,nom,
swaying,cahotement,suguzu (e-/bi-),e-/bi-,sug-uz-u,,sug-,uz-u,cl7/cl8,Gender-4,nom,
bumpy,cahoteux,suguzu (e-/bi-),e-/bi-,sug-uz-u,,sug-,uz-u,cl7/cl8,Gender-4,nom,
bump,cahot,suguzu (e-/bi-),e-/bi-,sug-uz-u,,sug-,uz-u,cl7/cl8,Gender-4,nom,
act of getting down,action de faire descendre,sui (e-/bi-),e-/bi-,su-i,,su-,i,cl7/cl8,Gender-4,nom,
act of rejetting rejet,action de repousser,suli (e-/bi-),e-/bi-,su-l-i,,su-,l-i,cl7/cl8,Gender-4,nom,
foundation,fondation,suma (e-/bi-),e-/bi-,sum-a,,sum-,a,cl7/cl8,Gender-4,nom,
caryatid,cariatide,suma (e-/bi-),e-/bi-,sum-a,,sum-,a,cl7/cl8,Gender-4,nom,
work,travail,sye (e-/bi-),e-/bi-,sye,,sye,ø,cl7/cl8,Gender-4,nom,
war,guerre,ta (bi-/bi-),bi-/bi-,ta,,ta,ø,cl8/cl8,Gender-4b,nom,
feather,plume (à écrire),tamba (ø-/ø-),ø-/ø-,tam-ba,,tam-,ba,cl9/cl10,Gender-5,nom,
frame,cadre,taǹ (e-/bi-),e-/bi-,tan,,tan,ø,cl7/cl8,Gender-4,nom,
frame,cadre,taǹala (e-/bi-),e-/bi-,tan-al-a,,tan-,al-a,cl7/cl8,Gender-4,nom,
stand,station debout,te (e-/bi-),e-/bi-,te,,te,ø,cl7/cl8,Gender-4,nom,
desk,pupitre,təbə (e-/bi-),e-/bi-,tëb-ë,,tëb-,ë,cl7/cl8,Gender-4,nom,
agenda,ordre du jour,təbəga (ø-/ø-),ø-/ø-,tëb-ëg-a,,tëb-,ëg-a,cl9/cl10,Gender-5,nom,
subdue,mater,təgə (e-/bi-),e-/bi-,tëg-ë,,tëg-,ë,cl7/cl8,Gender-4,nom,
position,position,tie (e-/bi-),e-/bi-,ti-e,,ti-,e,cl7/cl8,Gender-4,nom,
curdling,caillage,tig (e-/bi-),e-/bi-,tig,,tig,ø,cl7/cl8,Gender-4,nom,
stump,souche,tiǹ (ø-/mə-),ø-/më-,tin,,tin,ø,cl9/cl6,Gender-7,nom,
junior,cadet,tɔan (e-/bi-),e-/bi-,to-a-n,,to-,a-n,cl7/cl8,Gender-4,nom,
hut,cabane,tɔbɔgɔ (e-/bi-),e-/bi-,tob-og-o,,tob-,og-o,cl7/cl8,Gender-4,nom,
hut,démeure,tɔbɔgɔ (e-/bi-),e-/bi-,tob-og-o,,tob-,og-o,cl7/cl8,Gender-4,nom,
hut,siège,tɔbɔgɔ (e-/bi-),e-/bi-,tob-og-o,,tob-,og-o,cl7/cl8,Gender-4,nom,
seat,cabane,tɔbɔgɔ (e-/bi-),e-/bi-,tob-og-o,,tob-,og-o,cl7/cl8,Gender-4,nom,
seat,démeure,tɔbɔgɔ (e-/bi-),e-/bi-,tob-og-o,,tob-,og-o,cl7/cl8,Gender-4,nom,
seat,siège,tɔbɔgɔ (e-/bi-),e-/bi-,tob-og-o,,tob-,og-o,cl7/cl8,Gender-4,nom,
shack,cahute,tɔbɔgɔ (e-/bi-),e-/bi-,tob-og-o,,tob-,og-o,cl7/cl8,Gender-4,nom,
simmer,action de mitonner,tɔgɔdɔ (e-/bi-),e-/bi-,tog-od-o,,tog-,od-o,cl7/cl8,Gender-4,nom,
cæcal,cæcal,tɔm (e-/bi-),e-/bi-,tom,,tom,ø,cl7/cl8,Gender-4,nom,
cæcum,cæcum,tɔm (e-/bi-),e-/bi-,tom,,tom,ø,cl7/cl8,Gender-4,nom,
times,fois,tonga (ø-/ø-),ø-/ø-,tong-a,,tong-,a,cl9/cl10,Gender-5,nom,
maintain,entretenir,tɔngɔ (e-/bi-),e-/bi-,tong-o,,tong-,o,cl7/cl8,Gender-4,nom,
hulling,ecossage,tɔs (e-/bi-),e-/bi-,tos,,tos,ø,cl7/cl8,Gender-4,nom,
morning,matinée,tse (ø-/ø-),ø-/ø-,tse,,tse,ø,cl9/cl10,Gender-5,nom,
shoulder,épaule,tu(l) (e-/bi-),e-/bi-,tu-(l),,tu-,ø-(l),cl7/cl8,Gender-4,nom,
servant,serviteur,tuga (e-/bi-),e-/bi-,tug-a,,tug-,a,cl7/cl8,Gender-4,nom,
surrending,action de mater,tugi (e-/bi-),e-/bi-,tug-i,,tug-,i,cl7/cl8,Gender-4,nom,
fattened goat,cabri engraissé,tum ndzom (e-/bi-),e-/bi-,tum ndzom,,tum ndzom,ø,cl7/cl8,Gender-4,nom,
bedroom,chambre à coucher,tun nda (e-/bi-),e-/bi-,tun nda,,tun nda,ø,cl7/cl8,Gender-4,nom,
short,court,tun (e-/bi-),e-/bi-,tun,,tun,ø,cl7/cl8,Gender-4,nom,
part,partie,tun (e-/bi-),e-/bi-,tun,,tun,ø,cl7/cl8,Gender-4,nom,
draining mat,cagerotte,twe (e-/bi-),e-/bi-,twe,,twe,ø,cl7/cl8,Gender-4,nom,
stubborn,cabochard,vag (e-/bi-),e-/bi-,vag,,vag,ø,cl7/cl8,Gender-4,nom,
breath,ambition,vaǹ (o-/o-),o-/o-,van,,van,ø,cl11/cl11,Gender-8b,nom,
sharing,donation,və (e-/bi-),e-/bi-,vë,,vë,ø,cl7/cl8,Gender-4,nom,
valuation,calcul,vəg (e-/bi-),e-/bi-,vëg,,vëg,ø,cl7/cl8,Gender-4,nom,
outline,modèle,vəgələ (e-/bi-),e-/bi-,vëg-ël-ë,,vëg-,ël-ë,cl7/cl8,Gender-4,nom,
statue,statue,vəgələ (e-/bi-),e-/bi-,vëg-ël-ë,,vëg-,ël-ë,cl7/cl8,Gender-4,nom,
shell,carcasse,vɛs (e-/bi-),e-/bi-,ves,,ves,ø,cl7/cl8,Gender-4,nom,
bone,os,vɛs (e-/bi-),e-/bi-,ves,,ves,ø,cl7/cl8,Gender-4,nom,
human kind (alive),être vivant (humain),vəvəə (ø-/bə-),ø-/bë-,vë-vë-ë,,vë-,vë-ë,cl9/cl2,Gender-6,nom,
temerity,témérité,vie (bi-/bi-),bi-/bi-,vie,,vie,ø,cl8/cl8,Gender-4b,nom,
needle,canule,vie (bi-/bi-),bi-/bi-,vie,,vie,ø,cl8/cl8,Gender-4b,nom,
blackness,noirceur,vindi (e-/bi-),e-/bi-,vin-di,,vin-,di,cl7/cl8,Gender-4,nom,
capitulator,capitulard,vɔdɔ (e-/bi-),e-/bi-,vod-o,,vod-,o,cl7/cl8,Gender-4,nom,
player,joueur,voe (m-/bə-),m-/bë-,voe,,voe,ø,cl1/cl2,Gender-1,nom,
hearing,ouïe,vog (e-/bi-),e-/bi-,vog,,vog,ø,cl7/cl8,Gender-4,nom,
exciting,captivant,vɔlan (e-/bi-),e-/bi-,vol-an,,vol-,an,cl7/cl8,Gender-4,nom,
place,endroit,vom (ø-/mə-),ø-/më-,vom,,vom,ø,cl9/cl6,Gender-7,nom,
captious,captieux,vovolan (e-/bi-),e-/bi-,vo-vol-an,vo,-mvol-,an,cl7/cl8,Gender-4,nom,
bluffing,bluff,vug (e-/bi-),e-/bi-,vug,,vug,ø,cl7/cl8,Gender-4,nom,
obsolete,caduque,vula (a-/mə-),a-/më-,vul-a,,vul-,a,cl5/cl6,Gender-3,nom,
wind,souffle,vundu (e-/bi-),e-/bi-,vund-u,,vund-,u,cl7/cl8,Gender-4,nom,
wind,vent,vundu (e-/bi-),e-/bi-,vund-u,,vund-,u,cl7/cl8,Gender-4,nom,
breath,souffle,vundu (e-/bi-),e-/bi-,vund-u,,vund-,u,cl7/cl8,Gender-4,nom,
breath,vent,vundu (e-/bi-),e-/bi-,vund-u,,vund-,u,cl7/cl8,Gender-4,nom,
fufu,couscous,vuvu (ø-/bə-),ø-/bë-,vu-vu,vu,-vu,ø,cl9/cl2,Gender-6,nom,
urinal,urinoir,vye (e-/bi-),e-/bi-,vye,,vye,ø,cl7/cl8,Gender-4,nom,
killings,tuerie,we (e-/bi-),e-/bi-,we,,we,ø,cl7/cl8,Gender-4,nom,
honey,miel,woe (ø-/ø-),ø-/ø-,woe,,woe,ø,cl9/cl10,Gender-5,nom,
suitcase,valise,wɔli (e-/bi-),e-/bi-,wol-i,,wol-,i,cl7/cl8,Gender-4,nom,
cloak,cape,wɔman (e-/bi-),e-/bi-,wom-an,,wom-,an,cl7/cl8,Gender-4,nom,
mantle,cape,womoǹa (e-/bi-),e-/bi-,wom-o-n-a,,wom-,o-n-a,cl7/cl8,Gender-4,nom,
fitting,raccord,wɔǹ (e-/bi-),e-/bi-,won,,won,ø,cl7/cl8,Gender-4,nom,
get away,action de filer à l'anglaise,wɔndi (e-/bi-),e-/bi-,wond-i,,wond-,i,cl7/cl8,Gender-4,nom,
wiring,câblage,woonga (e-/bi-),e-/bi-,woong-a,,woong-,a,cl7/cl8,Gender-4,nom,
theft,vol,wub (ø-/ø-),ø-/ø-,wub,,wub,ø,cl9/cl10,Gender-5,nom,
itching,démangeaison,yaan (n-/mi-),n-/mi-,ya-an,,ya-,an,cl3/cl4,Gender-2,nom,
cachexia,cachexie,yadi (e-/bi-),e-/bi-,yad-i,,yad-,i,cl7/cl8,Gender-4,nom,
opening,ouverture,yai (a-/mə-),a-/më-,ya-i,,ya-,i,cl5/cl6,Gender-3,nom,
null and void,caduque,yalaga (e-/bi-),e-/bi-,yal-ag-a,,yal-,ag-a,cl7/cl8,Gender-4,nom,
animal intercourse,accouplement d'animaux,yaman (n-/min-),n-/min-,yam-an,,yam-,an,cl3/cl4,Gender-2,nom,
deep fryer,friteuse,yaǹyaǹa (ø-/bə-),ø-/bë-,yan-yan-a,,yan-,yan-a,cl9/cl2,Gender-6,nom,
dress,habit,ye (e-/bi-),e-/bi-,ye,,ye,ø,cl7/cl8,Gender-4,nom,
garment,habit,ye (e-/bi-),e-/bi-,ye,,ye,ø,cl7/cl8,Gender-4,nom,
impotent,impuissant (sexuel),yələ (e-/bi-),e-/bi-,yël-ë,,yël-,ë,cl7/cl8,Gender-4,nom,
disabilities,handicap,yəm (e-/bi-),e-/bi-,yëm,,yëm,ø,cl7/cl8,Gender-4,nom,
habit,manie,yəməle (e-/bi-),e-/bi-,yëm-ël-e,,yëm-,ël-e,cl7/cl8,Gender-4,nom,
whim,caprice,yəməle (e-/bi-),e-/bi-,yëm-ël-e,,yëm-,ël-e,cl7/cl8,Gender-4,nom,
compliment,compliment,yəǹəle (e-/bi-),e-/bi-,yën-ël-e,,yën-,ël-e,cl7/cl8,Gender-4,nom,
nation,nation,yoǹ (a-/mə-),a-/më-,yon,,yon,ø,cl5/cl6,Gender-3,nom,
heatwave,canicule,yoǹ (a-/a-),a-/a-,yon,,yon,ø,cl5/cl5,Gender-3f,nom,
warmth,chaleur,yɔǹ (a-/a-),a-/a-,yon,,yon,ø,cl5/cl5,Gender-3f,nom,
cabalistics,cabalistique,yɔǹɔlɔ (e-/bi-),e-/bi-,yon-ol-o,,yon-,ol-o,cl7/cl8,Gender-4,nom,
risk,risque,za (ø-/ø-),ø-/ø-,za,,za,ø,cl9/cl10,Gender-5,nom,
disrespect,insolence,zaba (ø-/ø-),ø-/ø-,zab-a,,zab-,a,cl9/cl10,Gender-5,nom,
capricious,capricieux,zabi (e-/bi-),e-/bi-,zab-i,,zab-,i,cl7/cl8,Gender-4,nom,
scramble,cafouillage,zamanda (bi-/bi-),bi-/bi-,zam-a-nd-a,,zam-,a-nd-a,cl8/cl8,Gender-4b,nom,
center,centre,zaǹ (ø-/ø-),ø-/ø-,zan,,zan,ø,cl9/cl10,Gender-5,nom,
pineaple,aas,zəg (ø-/ø-),ø-/ø-,zëg,,zëg,ø,cl9/cl10,Gender-5,nom,
way,chemin,zɛn (ø-/mə-),ø-/më-,zen,,zen,ø,cl9/cl6,Gender-7,nom,
hungry,faim,zie (ø-/ø-),ø-/ø-,zie,,zie,ø,cl9/cl10,Gender-5,nom,
uncivilised,barbare,zilingan (e-/bi-),e-/bi-,zilingan,,zilingan,ø,cl7/cl8,Gender-4,nom,
canteen,cantine,zimbi (e-/bi-),e-/bi-,zimb-i,,zimb-,i,cl7/cl8,Gender-4,nom,
coffin,cercueil,zimbi (e-/bi-),e-/bi-,zimb-i,,zimb-,i,cl7/cl8,Gender-4,nom,
hatred,haine,zin (ø-/ø-),ø-/ø-,zin,,zin,ø,cl9/cl10,Gender-5,nom,
poverty,pauvreté,zoe (a-/a-),a-/a-,zoe,,zoe,ø,cl5/cl5,Gender-3f,nom,
wing,aile,fab (a-/mə-),a-/më-,fab,,fab,ø,cl5/cl6,Gender-3,nom,
tail fin,nageoire caudale,ba (a-/mə-),a-/më-,ba,,ba,ø,cl5/cl6,Gender-3,nom,
pillow,oreiller,fila (ø-/ø-),ø-/ø-,fila,,fila,ø,cl9/cl10,Gender-5,nom,
capacity,capacité,fɔg (ø-/ø-),ø-/ø-,fog,,fog,ø,cl9/cl10,Gender-5,nom,
starting,départ,kə (a-/mə-),a-/më-,kë,,kë,ø,cl5/cl6,Gender-3,nom,
departure,départ,kodo (a-/mə-),a-/më-,kod-o,,kod-,o,cl5/cl6,Gender-3,nom,
flight,envol,kəán (ǹ-/min-),n-/min-,kë-an,,kë-,an,cl3/cl4,Gender-2,nom,
departure,partance,sob (a-/mə-),a-/më-,sob,,sob,ø,cl5/cl6,Gender-3,nom,
beginning,commencement,tádí (a-/mə-),a-/më-,tad-i,,tad-,i,cl5/cl6,Gender-3,nom,
start,démarrage,tíé (a-/mə-),a-/më-,tie,,tie,ø,cl5/cl6,Gender-3,nom,
take-off,décollage,kódán (ǹ-/min-),n-/min-,kod-an,,kod-,an,cl3/cl4,Gender-2,nom,
decriminalisation,dépénalisation,dzu (ǹ-/min-),n-/min-,dzu,,dzu,ø,cl3/cl4,Gender-2,nom,
dependence,dépendance,fúndá (a-/mə-),a-/më-,fund-a,,fund-,a,cl5/cl6,Gender-3,nom,
subordination,subordination,mvéle (a-/mə-),a-/më-,mvel-e,,mvel-,e,cl5/cl6,Gender-3,nom,
relationship,relation,yəmán (e-/bi-),e-/bi-,yëm-an,,yëm-,an,cl7/cl8,Gender-4,nom,
subordination,subordination,lɔɔban (e-/bi-),e-/bi-,loob-an,,loob-,an,cl7/cl8,Gender-4,nom,
interdependence,interdépendance,wóge (ǹ-/min-),n-/min-,wog-e,,wog-,e,cl3/cl4,Gender-2,nom,
submission,soumission,kɔl (ǹ-/min-),n-/min-,kol,,kol,ø,cl3/cl4,Gender-2,nom,
correlation,correlation,wógán (e-/bi-),e-/bi-,wog-an,,wog-,an,cl7/cl8,Gender-4,nom,
dependent,dépendant,bəgá (m̀-/min-),m-/min-,bëg-a,,bëg-,a,cl3/cl4,Gender-2,nom,
substitute,suppléant,bəbǎ (e-/bi-),e-/bi-,bëb-a,,bëb-,a,cl7/cl8,Gender-4,nom,
expense,dépense,ndáman (ǹ-/min-),n-/min-,ndam-an,,ndam-,an,cl3/cl4,Gender-2,nom,
expenses,dépens,kus (ǹ-/min-),n-/min-,kus,,kus,ø,cl3/cl4,Gender-2,nom,
spent,dépensé,kabán (ǹ-/min-),n-/min-,kab-an,,kab-,an,cl3/cl4,Gender-2,nom,
degradation,dégradation,luían (ǹ-/min-),n-/min-,lui-an,,lui-,an,cl3/cl4,Gender-2,nom,
deterioration,altération,síban (a-/mə-),a-/më-,sib-an,,sib-,an,cl5/cl6,Gender-3,nom,
erosion,étiolement,sɔǹɔ (e-/bi-),e-/bi-,son-o,,son-,o,cl7/cl8,Gender-4,nom,
calamity,calamité,dǐm (e-/bi-),e-/bi-,dim,,dim,ø,cl7/cl8,Gender-4,nom,
catastrophe,catastrophe,lamvoma (a-/mə-),a-/më-,lamvoma,,lamvoma,ø,cl5/cl6,Gender-3,nom,
affliction,affliction,lui (ǹ-/min-),n-/min-,lu-i,,lu-,i,cl3/cl4,Gender-2,nom,
depiautage,dépiautage,tondán (a-/mə-),a-/më-,tond-an,,tond-,an,cl5/cl6,Gender-3,nom,
phase shift,déphasage,wúb (o-/o-),o-/o-,wub,,wub,ø,cl11/cl11,Gender-8b,nom,
hair removal,épulchage,tun (n-/miǹ-),n-/min-,tun,,tun,ø,cl3/cl4,Gender-2,nom,
depigmentation,dépigmentation,lɔngɔ (ǹ-/miǹ-),n-/min-,long-o,,long-,o,cl3/cl4,Gender-2,nom,
bleaching,décoloration,naǹ (e-/bi-),e-/bi-,nan,,nan,ø,cl7/cl8,Gender-4,nom,
hair removal,dépilage,búi (e-/bi-),e-/bi-,bu-i,,bu-,i,cl7/cl8,Gender-4,nom,
deburring,débourrage,vóe (e-/bi-),e-/bi-,voe,,voe,ø,cl7/cl8,Gender-4,nom,
depilation,dépilation,kəǹ (a-/mə-),a-/më-,kën,,kën,ø,cl5/cl6,Gender-3,nom,
spite,dépit,komonga (ø-/ø-),ø-/ø-,kom-ong-a,,kom-,ong-a,cl9/cl10,Gender-5,nom,
route,itinéraire,zen (ø-/mə-),ø-/më-,zen,,zen,ø,cl9/cl6,Gender-7,nom,
mutation,mutation,foǹán (ǹ-/miǹ-),n-/min-,fon-an,,fon-,an,cl3/cl4,Gender-2,nom,
displacement,déplacement,ulu (d-/mə-),d-/më-,ul-u,,ul-,u,cl5c/cl6,Gender-3h,nom,
reversal,interversion,súli (ǹ-/miǹ-),n-/min-,sul-i,,sul-,i,cl3/cl4,Gender-2,nom,
transfer,transfert,təbə (e-/bi-),e-/bi-,tëb-ë,,tëb-,ë,cl7/cl8,Gender-4,nom,
movement,remuement,tsam (e-/bi-),e-/bi-,tsam,,tsam,ø,cl7/cl8,Gender-4,nom,
depilatory,dépilatoire,kuluga (e-/bi-),e-/bi-,kul-ug-a,,kul-,ug-a,cl7/cl8,Gender-4,nom,
depilatory,épilatoire,kəǹ (o-/a-),o-/a-,kën,,kën,ø,cl11/cl5,Gender-8,nom,
knife,couteau,kəǹ (e-/bi-),e-/bi-,kën,,kën,ø,cl7/cl8,Gender-4,nom,
search,fouille,kəma (a-/mə-),a-/më-,këm-a,,këm-,a,cl5/cl6,Gender-3,nom,
repeating,répérage,kəməǹa (m̀-/min-),m-/min-,këmën-a,,këmën-,a,cl3/cl4,Gender-2,nom,
screening,dépistage,fas (ǹ-/min-),n-/min-,fas,,fas,ø,cl3/cl4,Gender-2,nom,
hunting,chasse,kə́m (a-/mə-),a-/më-,këm,,këm,ø,cl5/cl6,Gender-3,nom,
spite,dépit,lǔb (a-/mə-),a-/më-,lub,,lub,ø,cl5/cl6,Gender-3,nom,
sourness,aigreur,mgbəg (a-/mə-),a-/më-,mgbëg,,mgbëg,ø,cl5/cl6,Gender-3,nom,
bitterness,amertume,yol (e-/bi-),e-/bi-,yol,,yol,ø,cl7/cl8,Gender-4,nom,
sulkiness,bourderie,kə̌m (e-/bi-),e-/bi-,këm,,këm,ø,cl7/cl8,Gender-4,nom,
insolence,insolence,vəl (a-/mə-),a-/më-,vël,,vël,ø,cl5/cl6,Gender-3,nom,
dissatisfaction,insatisfaction,liǹán (ǹ-/min-),n-/min-,lin-an,,lin-,an,cl3/cl4,Gender-2,nom,
annoyed,contrarié,wɔb (e-/bi-),e-/bi-,wob,,wob,ø,cl7/cl8,Gender-4,nom,
bitterness,amertume,víni (ǹ-/min-),n-/min-,vin-i,,vin-,i,cl3/cl4,Gender-2,nom,
discontent,mécontentement,dzǔg (ǹ-/miǹ-),n-/min-,dzug,,dzug,ø,cl3/cl4,Gender-2,nom,
disgust,dégoût,nyáǹala (ǹ-/miǹ-),n-/min-,nyan-ala,,nyan-,ala,cl3/cl4,Gender-2,nom,
displeasure,déplaisir,nyinyian (ǹ-/miǹ-),n-/min-,nyi-nyi-an,,nyi-,nyi-an,cl3/cl4,Gender-2,nom,
unpleasantness,désagrément,wɔb (o-/o-),o-/o-,wob,,wob,ø,cl11/cl11,Gender-8b,nom,
irritation,irritation,lún (ø-/ø-),ø-/ø-,lun,,lun,ø,cl9/cl10,Gender-5,nom,
stripping,dépouillement,mvomolo (ø-/ø-),ø-/ø-,mvom-olo,,mvom-,ol-o,cl9/cl10,Gender-5,nom,
renunciation,renoncement,ənəlé (a-/a-),a-/a-,ën-ël-e,,ën-,ël-e,cl5/cl5,Gender-3f,nom,
dispossession,dépossession,yán (a-/mə-),a-/më-,yan,,yan,ø,cl5/cl6,Gender-3,nom,
deprivation,privation,sósoda (e-/bi-),e-/bi-,so-sod-a,so,-sod-,a,cl7/cl8,Gender-4,nom,
austerity,austérité,fómóló (m̀-/min-),m-/min-,fom-ol-o,,fom-,ol-o,cl3/cl4,Gender-2,nom,
stripped,dépouillé,sɔ (ǹ-/min-),n-/min-,so,,so,ø,cl3/cl4,Gender-2,nom,
dépouillement,dépouillement,sódán (ǹ-/min-),n-/min-,sod-an,,sod-,an,cl3/cl4,Gender-2,nom,
mortal remains,dépouille mortelle,bim (m̀-/min-),m-/min-,bim,,bim,ø,cl3/cl4,Gender-2,nom,
dépouillement,dépouillement,bóm (o-/o-),o-/o-,bom,,bom,ø,cl11/cl11,Gender-8b,nom,
dispossession,dépossession,sɔdi (e-/bi-),e-/bi-,sod-i,,sod-,i,cl7/cl8,Gender-4,nom,
frustration,frustration,wɔi (e-/bi-),e-/bi-,wo-i,,wo-,i,cl7/cl8,Gender-4,nom,
destitution,démunition,kián (ǹ-/min-),n-/min-,ki-an,,ki-,an,cl3/cl4,Gender-2,nom,
bald,dégarni,sa (o-/o-),o-/o-,sa,,sa,ø,cl11/cl11,Gender-8b,nom,
stripping,dépouillement,wole (o-/o-),o-/o-,wol-e,,wol-,e,cl11/cl11,Gender-8b,nom,
dusting,dépoussiérage,fími (e-/bi-),e-/bi-,fim-i,,fim-,i,cl7/cl8,Gender-4,nom,
dusting,epoussetage,sas (e-/bi-),e-/bi-,sas,,sas,ø,cl7/cl8,Gender-4,nom,
degradation,dépradation,wúǹulu (ǹ-/min-),n-/min-,wun-ul-u,,wun-,ul-u,cl3/cl4,Gender-2,nom,
depravation,dépravation,sog (bi-/bi-),bi-/bi-,sog,,sog,ø,cl8/cl8,Gender-4b,nom,
debauching,débauche,bɔli (e-/bi-),e-/bi-,bol-i,,bol-,i,cl7/cl8,Gender-4,nom,
dissolution,dissolution,ndáman (e-/bi-),e-/bi-,ndam-an,,ndam-,an,cl7/cl8,Gender-4,nom,
perversity,perversité,vɔlan (e-/bi-),e-/bi-,vol-an,,vol-,an,cl7/cl8,Gender-4,nom,
vice,vice,nyɔ́d (e-/bi-),e-/bi-,nyòd,,nyòd,ø,cl7/cl8,Gender-4,nom,
deprecation,déprécation,yəgá (e-/bi-),e-/bi-,yëg-a,,yëga-,a,cl7/cl8,Gender-4,nom,
prayer,prière,ngogolán (ø-/mə-),ø-/më-,n-go-gol-an,-gol-,n-gol-,an,cl9/cl6,Gender-7,nom,
depreciation,dépréciation,byandi (e-/bi-),e-/bi-,byandi,,byandi,ø,cl7/cl8,Gender-4,nom,
belittlement,rabaissement,byandí (e-/bi-),e-/bi-,byandi,,byandi,ø,cl7/cl8,Gender-4,nom,
deteriorate,dégradation,dzaa (e-/bi-),e-/bi-,dza-a,,dza-,a,cl7/cl8,Gender-4,nom,
fall,chute,bíán (mə-/mə-),më-/më-,bi-an,,bi-,an,cl6/cl6,Gender-5,nom,
